FIPS,emp_total_county_naics,emp_occupation,emp,qp1,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
8021,127,0.7908580254765386,127,1030,6520,84,84,0,0,0,0,0,0,0,0,0,0,0,0
8023,96,5.506658291194143,96,816,3128,24,0,0,0,0,0,0,0,0,0,0,0,0,0
8027,107,4.274522757555249,107,878,5644,85,63,0,0,0,0,0,0,0,0,0,0,0,0
8029,15930,170.8267985202505,15930,186644,838272,3015,1787,385,0,0,0,0,0,0,0,0,0,0,0
8031,2040414,10875.864146939333,1959949,35923423,152832959,97860,51097,13624,11736,10436,3862,2604,381,0,40,0,0,0,0
8033,218,3.9812998942082993,218,1758,10912,95,20,0,0,0,0,0,0,0,0,0,0,0,0
8035,761225,5444.916051493121,761225,12700538,81196059,37602,24360,4642,3304,2383,966,223,0,0,0,0,0,0,0
8037,178403,690.0295002173858,177533,1938093,9954039,17097,11724,2463,1397,594,60,0,0,0,0,0,0,0,0
8039,23367,112.60985957605088,23367,289788,1275116,3993,2794,385,233,0,0,0,0,0,0,0,0,0,0
8041,1127120,8188.525992416662,1110676,18666150,78512282,77931,44176,13018,8938,5650,1625,1099,0,0,0,0,0,0,0
8043,18402,206.4634186191574,18402,179386,845099,3234,2038,400,170,21,0,0,0,0,0,0,0,0,0
8045,104534,744.5788218623761,104534,1560658,6920114,15796,10273,1823,1518,652,21,0,0,0,0,0,0,0,0
8047,306,3.595263246424096,306,2715,12784,131,105,0,0,0,0,0,0,0,0,0,0,0,0
8049,41462,224.9192565810568,41462,417859,1750262,3491,2561,396,93,0,0,0,0,0,0,0,0,0,0
8051,16860,90.73489164763072,16860,171970,861530,4851,3610,728,81,0,0,0,0,0,0,0,0,0,0
8055,196,1.7544670309674855,196,3203,13769,53,6,0,0,0,0,0,0,0,0,0,0,0,0
8057,141,9.965165814682102,141,1242,4854,36,18,0,0,0,0,0,0,0,0,0,0,0,0
8059,1059482,6210.1775779451755,1001528,16593352,73827182,87669,53436,14392,7858,5398,1639,1127,153,0,0,0,0,0,0
8063,5966,68.83101630501204,5966,80407,360904,827,347,63,144,0,0,0,0,0,0,0,0,0,0
8065,3454,20.12728244882808,3454,26858,112973,693,514,24,0,0,0,0,0,0,0,0,0,0,0
8067,88492,538.4312892832161,88492,1253596,6153390,9637,5739,1641,850,386,0,0,0,0,0,0,0,0,0
8069,820323,5430.612368600158,712063,11322923,46883799,56835,32849,9209,5983,3920,989,102,0,0,0,0,0,0,0
8071,6131,102.53222944116038,6131,72626,335381,802,445,27,0,0,0,0,0,0,0,0,0,0,0
8073,3616,29.821705680290727,3616,64910,251558,255,51,39,0,0,0,0,0,0,0,0,0,0,0
8075,11804,164.02851153023542,11804,149697,653432,2061,1213,219,0,0,0,0,0,0,0,0,0,0,0
8077,336976,2640.723589328279,318886,4075340,18610962,25525,14366,3726,2482,1704,217,255,0,0,0,0,0,0,0
8079,6,0.14641144905809528,6,48,238,6,6,0,0,0,0,0,0,0,0,0,0,0,0
8081,11431,97.57433603409174,11431,210239,923506,1435,961,196,0,0,0,0,0,0,0,0,0,0,0
8083,15709,187.31547140790644,15709,168657,737190,2641,1483,550,66,21,0,0,0,0,0,0,0,0,0
8085,62133,397.2531356716613,62133,738200,3416955,7251,3756,660,645,321,0,0,0,0,0,0,0,0,0
8087,32099,280.0957314622648,32099,432101,1934723,3058,1330,490,132,57,0,0,0,0,0,0,0,0,0
8089,3460,47.6009584359212,3460,32208,163444,610,241,99,105,0,0,0,0,0,0,0,0,0,0
8091,1521,6.88271078234403,1521,18280,99582,509,404,0,0,0,0,0,0,0,0,0,0,0,0
8093,5016,24.4244597571134,5016,47998,226448,1938,1581,174,0,0,0,0,0,0,0,0,0,0,0
8095,1809,18.45020247130848,1809,23671,108983,236,97,0,0,0,0,0,0,0,0,0,0,0,0
8097,55190,244.20387808620177,55190,659461,2742934,4802,3050,654,96,345,0,0,0,0,0,0,0,0,0
8099,4245,60.456380827742166,4245,51521,224665,689,255,100,0,0,0,0,0,0,0,0,0,0,0
8101,261605,2161.628828614609,261374,3574128,15407401,14713,7556,2544,1444,682,241,153,0,0,0,0,0,0,0
8103,5985,72.1729668107874,5985,97593,402041,712,434,0,0,92,0,0,0,0,0,0,0,0,0
8105,6232,66.1747979901533,6232,68821,353819,1056,435,45,105,0,0,0,0,0,0,0,0,0,0
8107,37966,231.0980332899589,37966,484228,2269493,7837,5796,926,354,0,0,0,0,0,0,0,0,0,0
8109,639,4.734925426708815,639,5410,40444,185,144,0,0,0,0,0,0,0,0,0,0,0,0
8111,170,1.678331958947903,170,1465,5315,20,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,14798,74.83651752952476,14798,139577,630063,1979,1407,208,136,0,0,0,0,0,0,0,0,0,0
8117,71186,377.07599390541395,71186,679340,3019121,7999,5633,870,488,226,0,0,0,0,0,0,0,0,0
8119,9020,71.54712666073712,9020,94691,472845,2672,2030,225,54,0,0,0,0,0,0,0,0,0,0
8121,436,6.430043101934493,436,3128,12862,144,84,0,0,0,0,0,0,0,0,0,0,0,0
8123,818246,6462.90388674881,785967,12512968,56962351,45402,23375,7133,5708,3985,867,370,0,0,0,0,0,0,0
8125,5881,62.65384071949427,5881,70896,321617,963,531,45,185,0,0,0,0,0,0,0,0,0,0
8999,5888799,7387.534513142371,5888799,101918892,450977876,7981,4057,683,281,315,0,306,324,612,867,306,153,255,153
9001,2133372,15837.306579655764,1864818,39225658,158946139,93611,52809,15545,9052,7563,2210,1074,160,0,0,0,0,0,0
9003,3798505,31881.663111453014,2780187,55766737,228766474,102088,45639,17689,13751,11727,4667,3328,300,21,0,0,0,0,0
9005,331461,3214.1161504960132,291961,3895051,18076171,25853,14308,4170,2414,981,649,126,0,0,0,0,0,0,0
9007,558225,4879.704521321393,460154,9299366,38873178,18749,9696,2047,1886,1401,231,0,0,0,0,0,0,0,0
9009,2043475,18079.335339267473,1379413,21745302,93689258,85490,41788,15694,10824,8423,3352,1141,0,21,0,0,0,0,0
9011,535419,4298.029488665139,534339,11757651,48682333,19088,11193,3396,1693,661,109,0,0,0,0,0,0,0,0
9013,150921,1434.1397805383367,150741,3112860,12201140,10814,6150,1617,618,312,21,0,0,0,0,0,0,0,0
9015,117980,1308.956008744105,117980,1715106,7658654,9628,4908,1686,471,366,144,144,0,0,0,0,0,0,0
9999,434638,677.8216953025557,434638,6043986,25971439,4264,2698,0,230,184,0,138,184,184,138,138,0,0,0
10001,132851,1224.7691799835002,132851,1894681,8011771,11573,6502,1779,1128,817,56,0,0,0,0,0,0,0,0
10003,822544,6538.022090306882,764320,12289999,52556481,46043,23682,7281,5401,4336,1648,836,0,0,0,0,0,0,0
10005,209464,1617.6456288159918,209464,2440717,11168719,17832,9715,3350,1829,1158,204,133,0,0,0,0,0,0,0
10999,204781,381.6805018922454,204781,1634927,6326644,1876,1182,93,93,0,0,93,0,0,93,0,0,0,0
11001,470574,2906.6209986533745,470574,9239056,38666160,20342,9622,3120,2629,2507,999,607,133,0,0,0,0,0,0
12001,341718,1880.0453529410495,332025,4552995,18933757,24370,13317,3816,2481,1912,568,84,0,0,0,0,0,0,0
12003,5679,45.7114720665793,5679,46340,193784,1337,883,183,0,0,0,0,0,0,0,0,0,0,0
12005,260712,1604.0549957851858,260712,3211980,14055868,21200,12135,3506,1935,1288,28,0,0,0,0,0,0,0,0
12007,4793,103.3534756433112,4793,48278,221768,1000,594,153,0,0,0,0,0,0,0,0,0,0,0
12009,1376047,8271.758236268935,1334512,22647567,102433349,75538,45317,12177,6736,4793,1367,893,90,0,0,0,0,0,0
12011,3645405,19137.847809185612,3351123,45960498,206891672,265483,173661,35268,24000,16626,6144,3652,1332,30,30,0,0,0,0
12013,1731,33.35269013134878,1731,15320,71435,358,220,61,0,0,0,0,0,0,0,0,0,0,0
12015,126588,950.532758578032,126588,1216951,5741626,19553,12541,2962,1802,446,61,0,0,0,0,0,0,0,0
12017,110443,798.6132403890722,110443,1505490,5947074,13551,8744,1897,1361,434,28,0,0,0,0,0,0,0,0
12019,168731,1030.7739708894899,168731,2114663,9433884,19628,12129,3169,1354,948,65,0,0,0,0,0,0,0,0
12021,633630,3731.2466974085924,625926,7492135,32876913,57315,36283,8859,5010,3637,978,424,0,0,0,0,0,0,0
12023,114397,720.6720580743919,114397,1323494,5663888,6079,2753,878,545,309,177,0,0,0,0,0,0,0,0
12027,8295,70.24302659006446,8295,74068,340180,1676,1099,146,0,0,0,0,0,0,0,0,0,0,0
12029,8334,116.30069802862974,8334,87767,412510,460,153,81,0,0,0,0,0,0,0,0,0,0,0
12031,2592689,14832.08069198432,2417252,33341434,145439420,126536,66740,19017,14943,12308,5086,3571,371,0,0,0,0,0,0
12033,545194,2833.8293561922515,511390,6689834,27979998,33068,18361,5365,3572,2790,433,460,159,0,0,0,0,0,0
12035,56529,366.2303729051979,56529,482624,2238511,10553,7494,1170,785,170,0,0,0,0,0,0,0,0,0
12037,3063,12.895427528572926,3063,20136,83323,463,224,86,0,0,0,0,0,0,0,0,0,0,0
12039,24771,153.6216387133173,24771,270392,1213398,3176,1904,532,222,0,0,0,0,0,0,0,0,0,0
12041,6328,25.03934915915039,6328,69678,304881,822,319,150,57,0,0,0,0,0,0,0,0,0,0
12043,240,1.0126322613285679,240,1322,7096,48,24,0,0,0,0,0,0,0,0,0,0,0,0
12045,6713,26.82159985256341,6713,75397,312292,1175,690,196,0,0,0,0,0,0,0,0,0,0,0
12047,327,3.2070467831469394,327,2421,10468,105,57,0,0,0,0,0,0,0,0,0,0,0,0
12049,10178,77.34935713273028,10178,151216,663483,895,428,69,30,0,0,0,0,0,0,0,0,0,0
12051,18719,128.969552679248,18719,195257,903496,2716,1549,280,130,57,0,0,0,0,0,0,0,0,0
12053,127087,811.295260742016,127087,1275483,5438541,16103,10562,1987,1175,243,153,0,0,0,0,0,0,0,0
12055,64849,476.16675832508093,64849,535502,2501033,7939,4550,1233,695,265,0,0,0,0,0,0,0,0,0
12057,3583659,16134.889750750317,3348021,43532355,193937362,183069,104875,26000,19129,16012,6371,4038,953,212,0,0,0,0,0
12059,4727,52.44392369888256,4727,42789,170080,841,479,156,0,0,0,0,0,0,0,0,0,0,0
12061,175940,882.2861787739763,175940,1708117,7950978,20011,13124,2359,1700,765,166,199,0,0,0,0,0,0,0
12063,35063,310.0598574968678,35063,465275,2048539,2875,1602,327,192,120,0,0,0,0,0,0,0,0,0
12065,3965,26.092375656311443,3965,59956,263036,794,532,33,0,0,0,0,0,0,0,0,0,0,0
12067,336,1.0022710899709912,336,2624,11296,64,48,0,0,0,0,0,0,0,0,0,0,0,0
12069,384364,2322.4403597805554,383072,4280404,19088801,40387,24984,5909,3829,2250,872,208,0,0,0,0,0,0,0
12071,1114026,6086.446915425214,1097898,12180902,55168354,102171,61880,16699,10441,6970,2242,1003,0,0,0,0,0,0,0
12073,383534,1797.6484141396043,383534,4369146,19312620,29834,14457,6171,4173,2603,668,280,0,0,0,0,0,0,0
12075,27348,233.01939401290048,27348,278228,1058774,2933,1690,519,21,0,0,0,0,0,0,0,0,0,0
12077,3671,98.2848197145791,3671,37691,153526,164,35,24,0,0,0,0,0,0,0,0,0,0,0
12079,2778,58.36721883822733,2778,36548,147090,449,185,53,0,0,0,0,0,0,0,0,0,0,0
12081,680354,3526.976726598796,597500,7885277,38033083,51377,33122,6774,4343,2567,403,390,159,0,0,0,0,0,0
12083,559314,3461.6085462288906,530964,6040687,26165806,37390,21600,5863,3386,2575,607,284,0,0,0,0,0,0,0
12085,367312,1788.414887346636,361084,4050818,18497606,31185,19071,4381,2677,1617,225,289,0,0,0,0,0,0,0
12086,4051678,24186.8771544097,3719533,46627548,207896899,338276,230828,43503,27217,19996,6811,4061,830,63,0,0,0,0,0
12087,70140,427.5990303998069,70140,825997,3788271,13230,9460,1600,736,289,24,0,0,0,0,0,0,0,0
12089,53460,432.59017938643615,53460,652230,2450237,7529,4445,1030,586,143,0,0,0,0,0,0,0,0,0
12091,279016,2029.0591150323,279016,4128177,17740468,22017,13258,3163,2372,1387,417,102,0,0,0,0,0,0,0
12093,23134,173.25558110491738,23134,197035,902975,3916,2402,563,247,18,0,0,0,0,0,0,0,0,0
12095,3524932,18683.29363930376,3254761,47552764,212696105,176927,104200,23581,18135,15788,5971,3688,929,0,40,0,0,0,0
12097,252111,1452.0996512219406,247611,2111490,8779723,30796,21894,3834,1766,965,457,55,0,0,0,0,0,0,0
12099,2468591,12828.278017019906,2382965,39320385,158285277,210319,138591,30337,17955,12802,3843,1954,500,216,0,0,0,0,0
12101,478377,3198.782736194647,462267,5297974,23267058,49446,31525,6944,4820,1882,986,154,0,0,0,0,0,0,0
12103,2189051,12204.142590292258,1953809,26473401,117754803,129618,78220,19260,12271,9526,3434,2093,393,0,0,0,0,0,0
12105,1271787,8086.760161950058,989430,11768193,51864839,68786,37575,11139,7100,6126,1441,841,28,0,0,0,0,0,0
12107,48376,397.41197839056065,48376,530189,2337345,6707,4023,1015,519,135,0,0,0,0,0,0,0,0,0
12109,253062,1443.759707117465,241656,3364974,15734761,26659,17276,3838,2268,1054,249,0,0,0,0,0,0,0,0
12111,340294,2196.0544260592737,336766,3745081,16859150,35200,23054,5021,2635,932,378,328,0,0,0,0,0,0,0
12113,102562,629.8007485878667,102562,1022571,4612070,13776,9392,1679,843,524,0,0,0,0,0,0,0,0,0
12115,775633,4614.613100211583,726961,9483158,41994002,70997,46641,9662,5984,3508,794,291,0,0,0,0,0,0,0
12117,875427,4100.037319769448,854133,11133647,51033008,68532,41341,9354,6656,4458,1891,808,84,0,0,0,0,0,0
12119,97658,499.42318735068744,97658,1261201,5431307,5900,2981,894,419,66,128,63,0,0,0,0,0,0,0
12121,24604,228.0098494458495,24604,303693,1404404,2618,1205,499,201,0,0,0,0,0,0,0,0,0,0
12123,15638,226.64757962064132,15638,233696,1028235,1230,392,232,24,40,0,0,0,0,0,0,0,0,0
12125,1214,29.311657584734263,1214,11750,58031,225,108,0,24,0,0,0,0,0,0,0,0,0,0
12127,796292,5085.453854545169,727433,7641679,33122950,66197,41662,10217,5434,3772,1246,307,0,0,0,0,0,0,0
12129,12223,72.0490475164747,12223,119890,539808,2334,1288,535,170,0,0,0,0,0,0,0,0,0,0
12131,70030,238.29083005051916,70030,756773,3393116,9969,6344,1388,1023,453,0,0,0,0,0,0,0,0,0
12133,16163,106.01659058195781,16163,199206,867809,2035,957,381,193,0,0,0,0,0,0,0,0,0,0
12999,76386362,65152.462963943195,76386362,1092995874,4683690266,26948,6143,833,681,1056,689,1533,2544,4611,8215,1590,1908,1643,3074
13001,38028,402.6847486165562,38028,1203255,3374808,1704,405,140,170,0,21,0,0,0,0,0,0,0,0
13003,3441,34.35759349676744,3441,44950,183675,93,0,0,0,0,0,0,0,0,0,0,0,0,0
13005,1088,53.61004430422672,1088,9959,42847,317,177,0,0,0,0,0,0,0,0,0,0,0,0
13009,32856,268.0155042494484,32856,269122,1175860,2180,853,444,148,215,0,0,0,0,0,0,0,0,0
13011,4963,66.7134995468632,4963,54228,231904,850,388,68,0,0,0,0,0,0,0,0,0,0,0
13013,88694,916.7568471107114,84914,1031812,4622041,8083,4521,1312,567,225,0,0,0,0,0,0,0,0,0
13015,235665,1932.0442501796035,227160,2689239,11772070,11141,4722,1862,1088,615,117,265,0,0,0,0,0,0,0
13017,8273,144.60367161081737,8273,82810,348037,526,151,90,0,0,0,0,0,0,0,0,0,0,0
13019,6858,98.62908880167197,6858,44462,172245,336,75,0,0,0,0,0,0,0,0,0,0,0,0
13021,284201,2173.295243790178,284201,3092383,13663633,13794,5211,2387,2028,1223,357,273,0,0,0,0,0,0,0
13023,1045,57.617651839514664,1045,9964,46504,173,40,48,0,0,0,0,0,0,0,0,0,0,0
13025,1976,42.80070917214371,1976,23074,106713,364,177,96,0,0,0,0,0,0,0,0,0,0,0
13027,4542,71.93672961905949,4542,57169,258017,520,239,0,0,0,0,0,0,0,0,0,0,0,0
13029,13202,110.63530572441788,13202,140431,614824,1990,1146,311,55,60,0,0,0,0,0,0,0,0,0
13031,53230,486.5290217381163,53230,573190,2910317,5083,2778,576,614,0,28,0,0,0,0,0,0,0,0
13033,127069,624.0585612237336,127069,4161093,14288571,1043,221,87,212,0,0,0,0,0,0,0,0,0,0
13035,14256,207.3363291935331,14256,153976,727367,1319,806,54,0,0,0,0,0,0,0,0,0,0,0
13037,77,3.040704685407778,77,630,3087,28,21,0,0,0,0,0,0,0,0,0,0,0,0
13039,13265,181.3841952445413,13265,128678,581269,1876,900,405,95,0,0,0,0,0,0,0,0,0,0
13043,1422,15.82942501015805,1422,13410,63126,216,126,0,54,0,0,0,0,0,0,0,0,0,0
13045,292485,2457.113955434974,292485,3344299,14249734,10533,4965,1369,708,174,84,0,159,0,0,0,0,0,0
13047,42755,554.1633981180589,42755,482536,2221968,3563,1661,489,369,108,0,0,0,0,0,0,0,0,0
13049,1234,72.71571179180785,1234,11698,47477,195,51,75,0,0,0,0,0,0,0,0,0,0,0
13051,1114692,10240.72430873301,1111416,18413593,75608256,30565,12997,5252,4243,2875,981,926,159,0,0,0,0,0,0
13053,19184,100.98001394814828,19184,234736,971072,304,160,0,0,0,0,0,0,0,0,0,0,0,0
13055,6023,75.8796634094849,6023,64066,305071,573,196,130,0,0,0,0,0,0,0,0,0,0,0
13057,365111,3147.639158406406,342123,4388416,18955081,30210,18140,3919,2760,1665,173,117,0,0,0,0,0,0,0
13059,133212,1089.2403741432793,133212,1523828,6395192,8317,3385,1558,1143,491,66,159,0,0,0,0,0,0,0
13063,386989,2861.3167929013102,386989,4984283,19392698,16473,8333,1961,1577,1378,391,505,212,0,0,0,0,0,0
13065,161,7.832933656997095,161,1134,4655,42,0,0,0,0,0,0,0,0,0,0,0,0,0
13067,1995395,13250.375645634553,1858037,30402376,130248642,91948,49360,12878,10283,9505,3164,1802,409,219,0,0,0,0,0
13069,62087,800.982072448393,62087,526609,2481817,3123,1125,307,221,98,0,0,0,0,0,0,0,0,0
13071,38692,479.00002179827,38692,397870,1933415,3320,1633,401,107,0,0,0,0,0,0,0,0,0,0
13073,122268,1071.384507176073,122268,1355494,5623895,11559,5617,2122,1517,734,49,0,0,0,0,0,0,0,0
13075,25235,207.75128528465874,25235,212428,837416,934,178,72,0,0,0,0,0,0,0,0,0,0,0
13077,174906,1356.7027651921476,174906,2003965,8517164,12125,6643,1854,997,339,67,315,0,0,0,0,0,0,0
13079,1798,31.44635696712865,1798,17192,79087,343,150,72,0,0,0,0,0,0,0,0,0,0,0
13081,4722,116.79691919797575,4722,50954,223912,715,356,152,0,0,0,0,0,0,0,0,0,0,0
13083,8618,49.84930134301511,8618,157091,626777,402,212,0,0,0,0,0,0,0,0,0,0,0,0
13085,15145,201.67696483223574,15145,155378,760322,2226,1348,150,40,0,0,0,0,0,0,0,0,0,0
13087,27898,297.925242094398,27898,349107,1814145,2016,879,50,97,0,0,0,0,0,0,0,0,0,0
13089,970485,6706.319965734109,963897,14407033,61924636,56994,31806,7223,6127,5608,1419,946,159,0,0,0,0,0,0
13091,9316,128.1644459047136,9316,104663,402892,633,334,0,0,0,0,0,0,0,0,0,0,0,0
13093,3385,23.2218051982759,3385,16103,73255,179,0,0,0,0,0,0,0,0,0,0,0,0,0
13095,148287,1156.0734233667786,148287,1716649,7845011,7321,2510,1305,796,382,187,0,0,0,0,0,0,0,0
13097,412350,3565.0217705756722,372962,4228369,18939787,14725,6960,1576,1539,842,473,442,0,0,0,0,0,0,0
13099,1512,17.94304150247551,1512,12771,64552,295,161,0,0,0,0,0,0,0,0,0,0,0,0
13101,975,19.362824491543147,975,10447,52330,75,0,24,0,0,0,0,0,0,0,0,0,0,0
13103,28281,428.5250052011084,28281,424045,1681086,3445,2096,463,183,60,0,0,0,0,0,0,0,0,0
13105,11122,165.06150971166429,11122,110217,491503,1619,778,351,0,0,0,0,0,0,0,0,0,0,0
13107,34407,410.29794870077603,34407,291254,1174211,1223,141,61,222,123,0,0,0,0,0,0,0,0,0
13109,7747,104.53590012850488,7747,74364,301292,678,166,24,0,0,0,0,0,0,0,0,0,0,0
13111,13301,179.76488271616554,13301,112883,532577,1451,665,161,76,21,0,0,0,0,0,0,0,0,0
13113,200029,1495.8663559694437,200029,2570794,11204193,14439,7493,2473,1233,823,183,159,0,0,0,0,0,0,0
13115,168854,1609.9402868763827,168854,1951751,8077200,6689,2411,611,484,496,65,254,0,0,0,0,0,0,0
13117,504601,3544.008680668636,499777,6562091,28741606,33599,18796,4718,3043,2448,673,442,0,0,0,0,0,0,0
13119,43200,666.1961456703522,43200,435595,2139820,1995,815,196,63,0,0,0,0,0,0,0,0,0,0
13121,3352817,20924.499521960006,3281382,61060544,247755411,113560,61256,14486,11817,10580,5516,4663,1189,0,40,0,0,0,0
13123,20856,188.6558553225206,20856,155037,724923,1905,899,152,30,0,0,0,0,0,0,0,0,0,0
13127,104887,737.127293135365,104887,1086239,4518428,9171,5442,1378,742,255,233,0,0,0,0,0,0,0,0
13129,99754,662.3055167632006,99754,978073,4414725,3935,1623,449,330,0,117,159,0,0,0,0,0,0,0
13131,14075,252.04961014595557,14075,114892,443195,1683,767,152,24,24,0,0,0,0,0,0,0,0,0
13133,5567,114.62356623550029,5567,73628,333634,863,497,143,0,0,0,0,0,0,0,0,0,0,0
13135,2600177,19679.726429356477,2288485,31369084,138062765,127533,74929,17798,11781,10115,4032,2760,896,0,0,0,0,0,0
13137,57992,650.2026056607,57992,709865,2920135,3708,1919,232,235,28,0,0,0,0,0,0,0,0,0
13139,972287,8893.188168520588,588383,7482817,32469885,24778,12417,3926,2440,1883,460,435,0,0,0,0,0,0,0
13143,25715,308.2642990705659,25715,296768,1342446,1790,895,233,120,0,0,0,0,0,0,0,0,0,0
13145,9482,42.948557628890526,9482,89095,329860,1537,1082,149,104,0,0,0,0,0,0,0,0,0,0
13147,10963,83.0277017459867,10963,118248,532985,1517,694,182,24,0,0,0,0,0,0,0,0,0,0
13149,3171,26.73304348875485,3171,114716,339679,388,194,0,0,54,0,0,0,0,0,0,0,0,0
13151,257289,1643.373650754371,257289,2687900,12251222,16848,9792,2605,1356,777,264,382,0,0,0,0,0,0,0
13153,129780,1003.9705284441152,129780,1705827,7230496,7971,3399,1688,783,428,117,117,0,0,0,0,0,0,0
13155,264,11.966217558525013,264,1419,7799,55,44,0,0,0,0,0,0,0,0,0,0,0,0
13157,343176,3383.6034930482556,271022,3843527,17171401,9127,4382,1158,616,121,282,0,0,0,0,0,0,0,0
13159,7908,76.65762509491333,7908,40957,189515,544,341,0,0,0,0,0,0,0,0,0,0,0,0
13161,22061,273.1013527677372,22061,252697,1114043,817,128,170,0,0,0,0,0,0,0,0,0,0,0
13163,16211,293.820474066451,16211,192860,834720,1138,393,0,73,0,0,0,0,0,0,0,0,0,0
13165,64,5.799618256930359,64,600,2832,24,0,0,0,0,0,0,0,0,0,0,0,0,0
13167,1659,52.91303434808958,1659,12701,59599,353,101,0,0,0,0,0,0,0,0,0,0,0,0
13169,8567,83.73835004550668,8567,74260,352180,1420,713,127,76,0,0,0,0,0,0,0,0,0,0
13171,3309,43.92085428083055,3309,26897,122361,678,390,116,54,0,0,0,0,0,0,0,0,0,0
13173,1553,30.97724114901465,1553,13303,58182,216,65,0,0,0,0,0,0,0,0,0,0,0,0
13175,84318,781.3380081741767,84318,955317,3889452,3357,1311,328,238,33,0,0,0,0,0,0,0,0,0
13177,16363,161.56142704149377,16363,178312,761309,1749,822,213,129,0,0,0,0,0,0,0,0,0,0
13179,65252,683.0975246660965,65252,1119101,4611587,1933,949,280,124,0,0,0,0,0,0,0,0,0,0
13181,1685,82.8108533695093,1685,19296,86960,248,134,32,0,0,0,0,0,0,0,0,0,0,0
13183,359,5.959744891897191,359,2415,12694,91,60,0,0,0,0,0,0,0,0,0,0,0,0
13185,170699,1367.4245264648491,164921,1614950,6792615,10800,4623,2125,1046,644,21,117,0,0,0,0,0,0,0
13187,6613,78.83157955179186,6613,63667,292840,1278,651,36,0,0,0,0,0,0,0,0,0,0,0
13189,5826,85.39498874893441,5826,51230,241134,686,301,87,40,0,0,0,0,0,0,0,0,0,0
13191,1616,17.41392074490363,1616,23615,89083,267,80,0,0,0,0,0,0,0,0,0,0,0,0
13193,3545,50.085580199331844,3545,36339,163108,412,80,124,0,0,0,0,0,0,0,0,0,0,0
13195,14123,104.94808033835615,14123,138821,572647,1640,783,305,80,0,0,0,0,0,0,0,0,0,0
13197,1210,3.2060724687872777,1210,6831,30481,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13199,5693,76.72281047072701,5693,51804,272260,757,432,33,0,100,0,0,0,0,0,0,0,0,0
13201,466,3.5486054982835897,466,3150,13164,146,98,48,0,0,0,0,0,0,0,0,0,0,0
13205,6108,71.41836849354186,6108,67780,311619,674,225,72,0,0,0,0,0,0,0,0,0,0,0
13207,24495,256.01855588805495,24495,519067,1706903,2105,969,259,87,0,0,0,0,0,0,0,0,0,0
13209,1913,40.4291438704511,1913,14320,84037,161,42,48,0,0,0,0,0,0,0,0,0,0,0
13211,17712,119.76722277922616,17712,159533,730990,1652,688,195,57,0,0,0,0,0,0,0,0,0,0
13213,11876,151.29391273570192,11876,96256,462372,1299,456,72,0,0,0,0,0,0,0,0,0,0,0
13215,271799,2675.831754315308,271799,3024553,13158804,13843,5834,2743,1866,851,471,159,0,0,0,0,0,0,0
13217,143223,1135.1103276414979,143223,1682189,7049664,7509,3931,638,708,411,0,159,0,0,0,0,0,0,0
13219,43597,347.9586006063658,43597,541564,2506677,5054,3093,577,461,79,0,0,0,0,0,0,0,0,0
13221,5405,94.45143081218517,5405,48793,197488,745,432,54,0,0,0,0,0,0,0,0,0,0,0
13223,82956,703.5727429359885,82956,923440,4213999,12159,7607,2095,770,408,0,0,0,0,0,0,0,0,0
13225,21051,225.60651549495,21051,215919,917298,1756,540,200,144,0,33,0,0,0,0,0,0,0,0
13227,20946,385.40117153434346,20946,270393,1172655,2746,1461,206,76,0,0,0,0,0,0,0,0,0,0
13229,12724,219.3733303111545,12724,133077,589055,1063,371,164,0,66,0,0,0,0,0,0,0,0,0
13231,6217,21.575697627953435,6217,67347,341261,844,358,132,72,0,0,0,0,0,0,0,0,0,0
